"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","sub"
"314","GP","F",19,"U","LE3","T",3,2,"services","other","reputation","other",2,2,1,"no","yes","yes","no","no","yes","yes","yes",4,2,2,1,2,1,22,13,10,11,"Maths"
"315","GP","F",19,"U","GT3","T",1,1,"at_home","health","home","other",1,3,2,"no","no","no","no","no","yes","yes","yes",4,1,2,1,1,3,14,15,13,13,"Maths"
"316","GP","F",19,"R","GT3","T",2,3,"other","other","reputation","other",1,3,1,"no","no","no","no","yes","yes","yes","yes",4,1,2,1,1,3,40,13,11,11,"Maths"
"317","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,3,3,1,2,1,0,8,8,0,"Maths"
"318","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,4,1,1,5,9,9,10,9,"Maths"
"319","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,11,11,10,"Maths"
"320","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,4,4,3,3,5,2,11,11,11,"Maths"
"321","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",5,2,2,1,2,5,23,13,13,13,"Maths"
"322","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","no","yes",4,2,2,1,1,3,12,11,9,9,"Maths"
"323","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",3,3,2,2,2,3,3,11,11,11,"Maths"
"324","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","no","no","yes","yes","no",3,4,3,2,3,5,1,12,14,15,"Maths"
"325","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"no","no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,16,15,15,"Maths"
"326","GP","M",18,"U","GT3","T",4,4,"other","other","course","mother",1,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,2,2,3,3,9,12,11,"Maths"
"327","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,3,5,3,5,5,3,14,15,16,"Maths"
"328","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,5,5,4,8,11,10,10,"Maths"
"329","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,7,10,9,9,"Maths"
"330","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","yes","yes","no","no","yes","yes","yes",4,3,3,1,2,4,4,14,14,14,"Maths"
"331","GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,5,5,2,4,5,2,9,8,8,"Maths"
"332","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,4,3,1,1,5,7,12,14,14,"Maths"
"333","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,0,7,0,0,"Maths"
"334","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,8,8,0,"Maths"
"335","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"no","no","no","yes","yes","yes","no","no",4,4,4,1,1,4,0,10,9,0,"Maths"
"336","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,16,16,15,15,"Maths"
"337","GP","F",19,"R","GT3","A",3,1,"services","at_home","home","other",1,3,1,"no","no","yes","no","yes","yes","no","no",5,4,3,1,2,5,12,14,13,13,"Maths"
"338","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,3,2,2,3,2,0,7,8,0,"Maths"
"339","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,7,16,15,17,"Maths"
"340","GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,2,3,2,4,9,10,10,"Maths"
"341","GP","F",19,"U","GT3","T",2,1,"services","services","home","other",1,3,1,"no","no","yes","yes","yes","yes","yes","yes",4,3,4,1,3,3,4,11,12,11,"Maths"
"342","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,1,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,2,2,0,10,10,0,"Maths"
"343","GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,11,16,15,15,"Maths"
"344","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,1,"no","yes","no","no","yes","yes","yes","yes",3,3,1,1,2,4,0,9,8,0,"Maths"
"345","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,3,4,11,10,10,"Maths"
"346","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,7,13,13,14,"Maths"
"347","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,9,16,15,16,"Maths"
"348","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","yes",5,4,5,2,3,5,0,10,10,9,"Maths"
"349","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,13,15,15,"Maths"
"350","MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,1,"no","yes","no","no","no","yes","yes","no",2,5,5,5,5,5,10,11,13,13,"Maths"
"351","MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,3,"no","no","no","no","yes","yes","yes","no",5,4,4,3,3,2,8,8,7,8,"Maths"
"352","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",4,5,4,2,3,3,2,13,13,13,"Maths"
"353","MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,1,"no","no","no","no","yes","no","yes","yes",4,3,3,2,3,3,7,8,7,8,"Maths"
"354","MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,1,"no","yes","no","no","yes","yes","yes","no",4,4,4,3,3,5,4,8,8,8,"Maths"
"355","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,0,"no","yes","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,4,13,11,11,"Maths"
"356","MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,0,"no","yes","no","no","yes","yes","no","yes",5,3,4,1,1,5,0,10,9,9,"Maths"
"357","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,4,12,13,13,"Maths"
"358","MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,0,"no","no","no","no","yes","yes","no","yes",1,2,3,1,2,5,2,12,12,11,"Maths"
"359","MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,0,"no","no","no","no","no","yes","yes","yes",3,3,2,1,2,3,4,10,10,10,"Maths"
"360","MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"no","no","no","no","yes","yes","yes","no",5,3,2,1,1,4,0,18,16,16,"Maths"
"361","MS","F",18,"R","LE3","A",1,4,"at_home","other","course","mother",3,2,0,"no","no","no","no","yes","yes","no","yes",4,3,4,1,4,5,0,13,13,13,"Maths"
"362","MS","M",18,"R","LE3","T",1,1,"at_home","other","other","mother",2,2,1,"no","no","no","yes","no","no","no","no",4,4,3,2,3,5,2,13,12,12,"Maths"
"363","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,3,3,0,11,11,10,"Maths"
"364","MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",2,3,4,1,1,1,0,16,15,15,"Maths"
"365","MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,0,"no","no","no","no","no","yes","no","no",3,2,2,1,2,3,0,12,11,12,"Maths"
"366","MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","no","no",3,3,4,2,4,3,4,10,10,10,"Maths"
"367","MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",2,3,0,"no","no","yes","no","yes","yes","yes","yes",4,2,2,2,2,5,0,13,13,13,"Maths"
"368","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,1,"no","yes","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,0,7,6,0,"Maths"
"369","MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,0,"no","yes","yes","no","yes","yes","yes","yes",5,2,3,1,2,4,0,11,10,10,"Maths"
"370","MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",3,2,0,"no","yes","yes","no","no","yes","yes","yes",3,2,2,4,2,5,10,14,12,11,"Maths"
"371","MS","F",19,"U","LE3","T",3,2,"services","services","home","other",2,2,2,"no","no","no","yes","yes","yes","no","yes",3,2,2,1,1,3,4,7,7,9,"Maths"
"372","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"no","yes","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,3,14,12,12,"Maths"
"373","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,0,"no","no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,8,13,11,11,"Maths"
"374","MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,14,6,5,5,"Maths"
"375","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,19,18,19,"Maths"
"376","MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,0,"no","no","no","no","yes","yes","yes","no",4,3,2,1,2,4,2,8,8,10,"Maths"
"377","MS","F",20,"U","GT3","T",4,2,"health","other","course","other",2,3,2,"no","yes","yes","no","no","yes","yes","yes",5,4,3,1,1,3,4,15,14,15,"Maths"
"378","MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","no",5,4,3,3,4,2,4,8,9,10,"Maths"
"379","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,1,3,1,2,1,0,15,15,15,"Maths"
"380","MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,0,"no","yes","yes","yes","no","yes","yes","no",4,5,4,2,3,1,17,10,10,10,"Maths"
"381","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,0,"no","no","yes","yes","no","yes","yes","no",3,2,4,1,4,2,4,15,14,14,"Maths"
"382","MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,0,"no","no","no","yes","no","yes","yes","yes",4,4,3,1,3,5,5,7,6,7,"Maths"
"383","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,2,11,11,10,"Maths"
"384","MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,1,"no","no","no","no","yes","yes","no","no",4,3,2,1,3,5,0,6,5,0,"Maths"
"385","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"no","no","yes","no","yes","yes","no","no",5,4,3,4,3,3,14,6,5,5,"Maths"
"386","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,0,"no","no","yes","no","yes","yes","no","no",5,3,3,1,3,4,2,10,9,10,"Maths"
"387","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,7,6,5,6,"Maths"
"388","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,1,"no","no","no","yes","no","yes","yes","no",5,4,2,1,2,5,0,7,5,0,"Maths"
"389","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,3,4,1,1,1,0,7,9,8,"Maths"
"390","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,1,"no","no","no","yes","yes","yes","no","no",1,1,1,1,1,5,0,6,5,0,"Maths"
"391","MS","M",20,"U","LE3","A",2,2,"services","services","course","other",1,2,2,"no","yes","yes","no","yes","yes","no","no",5,5,4,4,5,4,11,9,9,9,"Maths"
"392","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,3,14,16,16,"Maths"
"393","MS","M",21,"R","GT3","T",1,1,"other","other","course","other",1,1,3,"no","no","no","no","no","yes","no","no",5,5,3,3,3,3,3,10,8,7,"Maths"
"394","MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,4,1,3,4,5,0,11,12,10,"Maths"
"395","MS","M",19,"U","LE3","T",1,1,"other","at_home","course","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,2,3,3,3,5,5,8,9,9,"Maths"
"396","GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,0,"yes","no","no","no","yes","yes","no","no",4,3,4,1,1,3,4,0,11,11,"Port"
"397","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"no","yes","no","no","no","yes","yes","no",5,3,3,1,1,3,2,9,11,11,"Port"
"398","GP","F",15,"U","LE3","T",1,1,"at_home","other","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",4,3,2,2,3,3,6,12,13,12,"Port"
"399","GP","F",15,"U","GT3","T",4,2,"health","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",3,2,2,1,1,5,0,14,14,14,"Port"
"400","GP","F",16,"U","GT3","T",3,3,"other","other","home","father",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,2,1,2,5,0,11,13,13,"Port"
"401","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,2,1,2,5,6,12,12,13,"Port"
"402","GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,1,3,0,13,12,13,"Port"
"403","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,0,"yes","yes","no","no","yes","yes","no","no",4,1,4,1,1,1,2,10,13,13,"Port"
"404","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,2,2,1,1,1,0,15,16,17,"Port"
"405","GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,5,1,1,1,5,0,12,12,13,"Port"
"406","GP","F",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,3,3,1,2,2,2,14,14,14,"Port"
"407","GP","F",15,"U","GT3","T",2,1,"services","other","reputation","father",3,3,0,"no","yes","no","yes","yes","yes","yes","no",5,2,2,1,1,4,0,10,12,13,"Port"
"408","GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,3,5,0,12,13,12,"Port"
"409","GP","M",15,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",5,4,3,1,2,3,0,12,12,13,"Port"
"410","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,5,2,1,1,3,0,14,14,15,"Port"
"411","GP","F",16,"U","GT3","T",4,4,"health","other","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,1,2,2,6,17,17,17,"Port"
"412","GP","F",16,"U","GT3","T",4,4,"services","services","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",3,2,3,1,2,2,10,13,13,14,"Port"
"413","GP","F",16,"U","GT3","T",3,3,"other","other","reputation","mother",3,2,0,"yes","yes","no","yes","yes","yes","no","no",5,3,2,1,1,4,2,13,14,14,"Port"
"414","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,3,"no","yes","yes","yes","yes","yes","yes","no",5,5,5,2,4,5,2,8,8,7,"Port"
"415","GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,1,3,1,3,5,6,12,12,12,"Port"
"416","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,1,1,1,1,0,12,13,14,"Port"
"417","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"no","yes","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,11,12,12,"Port"
"418","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,5,1,1,3,5,0,12,13,14,"Port"
"419","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,2,4,5,2,10,10,10,"Port"
"420","GP","F",15,"R","GT3","T",2,4,"services","health","course","mother",1,3,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,5,2,10,11,10,"Port"
"421","GP","F",16,"U","GT3","T",2,2,"services","services","home","mother",1,1,0,"no","yes","no","no","no","yes","yes","no",1,2,2,1,3,5,6,10,11,12,"Port"
"422","GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,2,2,1,2,5,8,11,12,12,"Port"
"423","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",2,2,4,2,4,1,0,11,11,11,"Port"
"424","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,2,12,12,13,"Port"
"425","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,4,12,11,12,"Port"
"426","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,0,"no","yes","yes","no","no","yes","yes","no",5,4,2,3,4,5,0,10,11,11,"Port"
"427","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,1,1,1,5,2,15,15,15,"Port"
"428","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,2,1,1,5,0,13,14,15,"Port"
"429","GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,2,1,1,2,0,13,12,12,"Port"
"430","GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,0,"no","yes","no","no","no","yes","yes","no",5,4,3,1,1,5,4,12,12,12,"Port"
"431","GP","F",15,"U","GT3","T",2,3,"other","other","other","father",2,1,0,"no","yes","no","yes","yes","yes","no","no",3,5,1,1,1,5,4,11,11,11,"Port"
"432","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,4,0,14,14,14,"Port"
"433","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",2,4,3,1,1,5,4,13,13,13,"Port"
"434","GP","F",15,"R","GT3","T",3,4,"services","health","course","mother",1,3,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,5,2,11,12,12,"Port"
"435","GP","F",15,"R","GT3","T",2,2,"at_home","other","reputation","mother",1,1,0,"yes","yes","no","yes","yes","yes","no","no",4,3,1,1,1,2,8,14,13,12,"Port"
"436","GP","F",16,"U","LE3","T",2,2,"other","other","home","mother",2,2,0,"no","yes","no","yes","no","yes","yes","yes",3,3,3,1,2,3,16,11,11,10,"Port"
"437","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,0,"no","yes","no","no","no","yes","yes","yes",5,4,3,2,4,5,8,10,11,11,"Port"
"438","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,0,14,15,15,"Port"
"439","GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"yes","yes","no","no","yes","yes","yes","no",5,4,1,1,1,1,0,9,10,10,"Port"
"440","GP","F",16,"U","LE3","T",2,2,"other","at_home","course","father",2,2,1,"yes","no","no","yes","yes","yes","yes","no",4,3,3,2,2,5,14,10,11,11,"Port"
"441","GP","F",15,"U","LE3","A",4,3,"other","other","course","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","yes",5,2,2,1,1,5,4,10,11,11,"Port"
"442","GP","F",16,"U","LE3","A",3,3,"other","services","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,3,5,1,4,3,6,13,12,13,"Port"
"443","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,2,17,17,17,"Port"
"444","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,3,2,2,5,4,11,12,13,"Port"
"445","GP","F",15,"U","GT3","T",4,4,"services","teacher","other","father",1,2,0,"yes","yes","no","yes","no","yes","yes","no",4,4,4,1,1,3,2,13,12,12,"Port"
"446","GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,2,3,4,0,14,13,13,"Port"
"447","GP","F",15,"U","LE3","T",4,2,"health","other","other","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,5,0,16,14,16,"Port"
"448","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,0,"no","no","no","no","yes","yes","no","no",5,5,5,3,4,5,4,10,9,9,"Port"
"449","GP","F",15,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"yes","yes","no","no","yes","yes","yes","no",3,3,4,2,3,5,0,13,12,12,"Port"
"450","GP","F",15,"U","LE3","A",3,3,"other","other","other","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",5,3,4,4,4,1,0,13,12,13,"Port"
"451","GP","F",16,"U","GT3","A",2,1,"other","other","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,4,1,1,2,2,12,13,12,"Port"
"452","GP","F",15,"U","GT3","A",4,3,"services","services","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,1,0,15,14,15,"Port"
"453","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",3,2,2,1,1,5,8,15,15,16,"Port"
"454","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,5,0,14,13,14,"Port"
"455","GP","F",16,"U","GT3","T",4,2,"services","other","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,2,3,1,1,5,2,16,15,16,"Port"
"456","GP","F",16,"R","GT3","T",4,4,"health","teacher","other","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",2,4,4,2,3,4,0,17,16,16,"Port"
"457","GP","F",16,"U","GT3","T",1,1,"services","services","course","father",4,1,0,"yes","yes","no","yes","no","yes","yes","yes",5,5,5,5,5,5,0,10,10,16,"Port"
"458","GP","F",16,"U","LE3","T",1,2,"other","services","reputation","father",1,2,0,"yes","no","no","yes","yes","yes","yes","no",4,4,3,1,1,1,0,13,13,10,"Port"
"459","GP","F",16,"U","GT3","T",4,3,"teacher","health","home","mother",1,3,0,"yes","yes","no","yes","yes","yes","yes","no",3,4,4,2,4,4,0,14,13,13,"Port"
"460","GP","F",15,"U","LE3","T",4,3,"services","services","reputation","father",1,2,0,"yes","no","no","yes","yes","yes","yes","yes",4,4,4,2,4,2,0,13,12,12,"Port"
"461","GP","F",16,"U","LE3","T",4,3,"teacher","services","course","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,2,1,2,16,15,16,"Port"
"462","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,0,"no","yes","no","yes","no","yes","yes","yes",1,3,3,5,5,3,0,11,12,12,"Port"
"463","GP","F",16,"U","GT3","T",3,1,"services","other","course","mother",1,4,0,"yes","yes","no","no","yes","yes","yes","no",4,3,3,1,2,5,0,10,9,10,"Port"
"464","GP","F",15,"R","LE3","T",2,2,"health","services","reputation","mother",2,2,0,"yes","yes","no","no","yes","yes","yes","no",4,1,3,1,3,4,0,11,10,11,"Port"
"465","GP","F",15,"R","LE3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","no","no","no","yes","yes","no",4,4,2,2,3,3,6,15,15,15,"Port"
"466","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","no","no","yes","yes","yes","no",4,3,2,1,1,5,2,13,11,11,"Port"
"467","GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,0,"no","no","no","no","yes","yes","yes","no",3,3,3,1,1,3,0,11,9,10,"Port"
"468","GP","F",15,"R","GT3","T",1,1,"other","other","reputation","mother",1,2,0,"yes","yes","no","no","no","yes","yes","yes",3,3,4,2,4,5,2,13,11,11,"Port"
"469","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,0,"no","no","no","yes","yes","yes","no","no",5,3,2,2,2,5,0,13,13,14,"Port"
"470","GP","F",16,"U","GT3","T",3,3,"other","services","home","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,3,2,4,5,4,11,11,11,"Port"
"471","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,3,5,0,11,11,11,"Port"
"472","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,0,"no","no","no","yes","yes","yes","yes","no",3,4,3,1,1,1,0,12,11,11,"Port"
